"Metabolite_name","Type","Alignment_ID","Average_Rt(min)","Average_Mz","Adduct_type","Post_curation_result","Fill_percent","MS.MS_assigned","Reference_RT","Reference_m.z","Formula","Ontology","Annotation_tag_(VS1.0)","RT_matched","m.z_matched","MS.MS_matched","Comment","Manually_modified_for_quantification","Manually_modified_for_annotation","Isotope_tracking_parent_ID","Isotope_tracking_weight_number","RT_similarity","m.z_similarity","Simple_dot_product","Weighted_dot_product","Reverse_dot_product","Matched_peaks_count","Matched_peaks_percentage","Total_score","S.N_average","Spectrum_reference_file_name","MS1_isotopic_spectrum","MS.MS_spectrum","Blank_1_1","Blank_1","Blank_2_1","Blank_2","Sample.Avg","Sample.Std","Isotope_tracking_weight_number2","HRF_Score","SI","P12_B_001","P12_D1_001","P12_D2_001","P12_D3_001","P14_B_001","P14_D1_001","P14_D2_001","P14_D3_001","P15_B_001","P15_D1_001","P15_D2_001","P15_D3_001","P16_B_001","P16_D1_001","P16_D2_001","P16_D3_001","QCB_001","QCB_002","QCP_001","QCP_002","Spk1_001","Spk2_002","QC_Pooled_Avg","QC_Blank_Avg","Solvent_Blank_Avg","LOD_pre_solv_sub","QC_Pool_Blank_Sub","QC_Pool_Blank_Ratio","SMILES","INCHIKEY"
"Lauryl isocyanate","EI","125","7.45",182.15446,NA,NA,NA,NA,NA,"155.06041","C13 H25 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.949","1631",NA,NA,NA,830,NA,NA,NA,NA,NA,NA,"98.9","764",0.000393486488912885,0.00098580440132176,0.000843597366771811,NA,0.000407054060082538,0.000486582851165908,0.00103755979843293,0.000472280249944633,0.000358546564451836,0.000753986952641138,0.000323471245086591,0.000448277630608933,0.000992486651257547,0.00103448786300159,NA,0.000846427150516291,NA,NA,NA,0.000443540401191772,0,0.000111871297087621,0.000443540401191772,0,0.000111871297087621,6.46942490173181e-05,0.000443540401191772,0,"CCCCCCCCCCCCN=C=O","YIDSTEJLDQMWBR-UHFFFAOYSA-N"
"Methanone, (4-methylphenyl)phenyl-","EI","207","9.05",196.08881,NA,NA,NA,NA,NA,"181.06479","C14 H12 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.93","1770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.5","801",0.135749131080764,0.00504567845977988,0.00333908971127215,0.00362633674578314,0.00146153040697945,0.0019729638603681,0.00875038751208126,0.0033558816733756,0.000498160982652179,0.000414744580763869,0.000144967986822115,0.000952781954959678,0.00943256778251078,0.000550365692026724,NA,0.00152990479283956,NA,0.0289971491649986,NA,0.00273590323441077,0,3.88518544072772e-05,0.00273590323441077,0.0289971491649986,3.88518544072772e-05,2.89935973644229e-05,0,10.5987480844671,"CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2","WXPWZZHELZEVPO-UHFFFAOYSA-N"
"Methyl (Z)-3,3-diphenyl-4-hexenoate","EI","674","14.846",207.1174,NA,NA,NA,NA,NA,"207.11685","C19 H20 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.947","2571",NA,NA,NA,2313,NA,NA,NA,NA,NA,NA,"98.7","759",0.00419502243925077,0.00512893164439268,0.0043493974968825,0.00502360709034621,0.0154486046010847,0.00334630319511886,0.0240849548054537,0.0221890537699591,0.00282684324952875,0.00309678253939744,0.00148381272835797,0.00396077454785321,0.0155142428947931,0.00292336401614504,NA,0.00567184215881982,NA,0.0108942703903743,NA,0.00863976382330712,0,0.000393368137247014,0.00863976382330712,0.0108942703903743,0.000393368137247014,0.000296762545671595,0,1.26094539308879,"CC=CC(CC(=O)OC)(C1=CC=CC=C1)C2=CC=CC=C2","KKCXSJANCOOITF-BNNQUZSASA-N"
"Methyl stearate","EI","425","12.116",298.28717,NA,NA,NA,NA,NA,"87.04404","C19 H38 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.955","2123","5",NA,NA,83109,NA,NA,NA,NA,NA,NA,"98.2","813",0.264156190446016,0.483380968689178,0.696491517705037,0.386298892247559,0.138006762623577,0.0955706563246931,0.263119882561045,0.175815885624688,0.196991600943697,0.119861528886166,0.0489908836087045,0.100305620841329,0.418583217465652,0.108096041535595,NA,0.0815598230594469,NA,0.19594679535133,NA,0.182662958902936,0,0.0202283144379222,0.182662958902936,0.19594679535133,0.0202283144379222,0.00979817672174091,0,1.07272320851571,"CCCCCCCCCCCCCCCCCC(=O)OC","HPEUJPJOZXNMSJ-UHFFFAOYSA-N"
"Myristic Acid Methyl Ester","EI","176","8.537",242.22452,NA,NA,NA,NA,NA,"143.10663","C15 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.967","1723",NA,NA,NA,20906,NA,NA,NA,NA,NA,NA,"99.7","839",1.13992147459977,0.56392700962542,0.866617354911709,0.523130450863462,0.0347310605505135,0.0298830397679542,0.0244475141479901,0.0137527275910914,0.00727643464593289,0.00622113734369365,0.00748437657086734,0.0101871505651777,0.0079795042115407,0.00643412884353502,NA,0.00838090030921755,NA,0.229992795204871,NA,0.141271148638953,0,0.0149771969924587,0.141271148638953,0.229992795204871,0.0149771969924587,0.00124422746873873,0,1.62802382100442,"CCCCCCCCCCCCCC(=O)OC","ZAZKJZBWRNNLDS-UHFFFAOYSA-N"
"Myristoleic acid","EI","917","18.466",161.13304,NA,NA,NA,NA,NA,"151.11176","C14 H26 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.7","637",0.000145679560964994,0.000664699545631402,0.000243167531870361,0.000416480214792559,NA,0.00593779121299389,0.00227124629963954,0.00291759545395518,0.000234529397331095,0.00160446114854575,0.0014563588006887,0.00417294222723782,0.0022381866294781,0.00515896942095846,NA,0.00749517165905284,NA,NA,NA,0.00169325950741025,0,6.35406923852349e-05,0.00169325950741025,0,6.35406923852349e-05,2.91359121929989e-05,0.00169325950741025,0,"CCCCC=CCCCCCCCC(=O)O","YWWVWXASSLXJHU-WAYWQWQTSA-N"
"N-(2-hydroxyethyl)-14-methylhexadecanamide","EI","558","13.574",140.1076,NA,NA,NA,NA,NA,"266.24777","C19 H39 N O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.962","2347",NA,NA,NA,2871,NA,NA,NA,NA,NA,NA,"99.3","823",0.00132674090987587,0.00625610071814733,0.00736503456935403,0.00382918877453174,NA,0.00109093864398575,0.00114892013300022,0.00135454654796117,NA,0.00161151889553349,0.00169419910108599,0.00137296129673031,NA,0.00128015037279279,NA,0.00206997530868836,NA,0.00150816765469707,NA,0.000967572675414779,0,0.000752678904247648,0.000967572675414779,0.00150816765469707,0.000752678904247648,0.000193514535082956,0,1.55871253190418,"CCC(C)CCCCCCCCCCCCC(=O)NCCO","NTNSWGCAYAVVAD-UHFFFAOYSA-N"
"N-(2-hydroxyethyl)tetradecanamide","EI","291","10.64",224.20148,NA,NA,NA,NA,NA,"154.12271","C16 H33 N O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.968","1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.7","863",0.004494567158723,0.0396325191681852,0.0446427585068686,0.0255915927708423,0.000378522714321475,0.000356193196971938,0.000166341460449453,0.000503906537049251,9.62147500540514e-05,0.000126098412847584,NA,NA,0.000106058456463581,0.000263499485279901,NA,7.43405204746725e-05,NA,0.000359901079133758,NA,0.0033091038242313,0,0,0.0033091038242313,0.000359901079133758,0,1.48681040949345e-05,0.00294920274509754,0.108760890637018,"CCCCCCCCCCCCCC(=O)NCCO","JHIXEZNTXMFXEK-UHFFFAOYSA-N"
"N-[3-(Dimethylamino)propyl]tetradecanamide","EI","605","14.083",312.31409,NA,NA,NA,NA,NA,"70.06513","C19 H40 N2 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.95","2433","6",NA,NA,84474,NA,NA,NA,NA,NA,NA,"99.5","759",0.0129426575539138,0.0386840448318782,0.777405494666474,0.435506136930256,0.0088338603528265,0.00952004728214772,0.00942845767152349,0.0137637488729612,0.0153941380965394,0.0165798082814788,0.0118409387626258,0.0116957546196011,0.0188212333717142,0.0133619647510738,NA,0.00984582036137006,NA,0.0149667771365125,NA,0.0609756265509959,0,0.0108754882383037,0.0609756265509959,0.0149667771365125,0.0108754882383037,0.0017667720705653,0.0460088494144834,0.245455077431559,"CCCCCCCCCCCCCC(=O)NCCCN(C)C","IFYDWYVPVAMGRO-UHFFFAOYSA-N"
"n-Decanoic acid","EI","294","10.67",171.13855,NA,NA,NA,NA,NA,"181.15868","C10 H20 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.903","1939","566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.1","675",NA,0.0183244721601478,0.0051886273538373,0.013426544049826,NA,0.0104226000933281,0.00355228525752077,0.00127798951072753,NA,NA,NA,0.000476134990925578,0.00015048879645735,0.000112041160820156,NA,1.54966391076941e-05,NA,NA,NA,0.0024780479440304,0,0,0.0024780479440304,0,0,3.09932782153883e-06,0.0024780479440304,0,"CCCCCCCCCC(=O)O","GHVNFZFCNZKVNT-UHFFFAOYSA-N"
"n-Hexadecanoic acid","EI","309","10.852",256.24039,NA,NA,NA,NA,NA,"55.01786","C16 H32 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.964","1960","8",NA,NA,6075,NA,NA,NA,NA,NA,NA,"99.5","831",0.58716336037943,0.483033676690886,0.125174449903147,0.373588460379357,0.439302687735097,0.302241030846463,0.442179428731209,0.337534959802059,0.592760941693544,0.121319094794074,0.0248932249612095,0.0548345786276103,0.853817777641927,0.105550940502032,NA,0.0229086924297148,NA,0.409415048355718,NA,0.219637444327065,0,0.00139183324100737,0.219637444327065,0.409415048355718,0.00139183324100737,0.00458173848594296,0,1.86404940928949,"CCCCCCCCCCCCCCCC(=O)O","IPCSVZSSVZVIGE-UHFFFAOYSA-N"
"n-Hexyl salicylate","EI","142","8.081",222.12569,NA,NA,NA,NA,NA,"138.03116","C13 H18 O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.947","1684","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.7","861",0.00200060818989739,0.0211738984615602,0.0186610591951214,0.0196316928612524,9.23345355603734e-05,0.00818791575851561,0.0197681613995417,0.0037209933461618,0.00015619442290488,0.000418759654605782,0.00025313154052038,0.0010618623431401,0.00267889203011466,NA,NA,0.000220384604186578,NA,0.000315045152081537,NA,0.00790546228047395,0,0,0.00790546228047395,0.000315045152081537,0,1.84669071120747e-05,0.00759041712839241,0.0398515786811963,"CCCCCCOC(=O)C1=CC=CC=C1O","DUKPKQFHJQGTGU-UHFFFAOYSA-N"
"N-Methyldodecanamide","EI","219","9.399",142.12326,NA,NA,NA,NA,NA,"86.06003","C13 H27 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.958","1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.3","801",0.0136927471922257,0.0136151977630316,0.0799135346097663,0.0941928840832504,0.0245308343064606,0.0129219301484359,0.00657290393955419,0.00207769485069644,0.00202320439817119,0.00100207460120122,0.000465767658921683,0.000497306584766228,0.000972252031334679,0.000364566227158675,NA,0.000117254290311364,NA,0.00202699619349292,NA,0.0107128910562277,0,0.000644224365987334,0.0107128910562277,0.00202699619349292,0.000644224365987334,2.34508580622728e-05,0.00868589486273478,0.189210940618552,"CCCCCCCCCCCC(=O)NC","APWSJINSLHHRPD-UHFFFAOYSA-N"
"N,N-Dimethyldodecanamide","EI","375","11.544",208.0363,NA,NA,NA,NA,NA,"45.05731","C14 H29 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.96","2045","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","817",0.0406891127146911,0.0335545522165631,0.0181141698923296,0.0146017159660642,0.00232068666639396,0.00112985713226448,0.000747700761651197,0.000630608997419357,0.000430033965233347,0.000270013715868657,0.000106616853547884,0.000153200423708945,0.000280313853809129,0.000209818412783684,NA,0.000330992317351518,NA,0.00667367385822411,NA,0.00514175169713466,0,0.000103053854952636,0.00514175169713466,0.00667367385822411,0.000103053854952636,2.13233707095768e-05,0,1.29793779461251,"CCCCCCCCCCCC(=O)N(C)C","BDYUSDIJIDGWCY-UHFFFAOYSA-N"
"Niacinamide","EI","49","5.252",122.04796,NA,NA,NA,NA,NA,"122.04741","C6 H6 N2 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.3","878",1.21624391385776,0.310365220373985,5.45814029582223,0.256231792403722,7.15213175976144e-06,0.00507181669341147,0.00504978390502763,0.176591800780775,0.000571201768195683,1.05268557937923,0.130044404355226,0.232282289684685,1.0595942895988e-05,2.29980717350409e-05,NA,0.000687920734654841,NA,0.152562107584332,NA,0.347118023208676,0,0,0.347118023208676,0.152562107584332,0,1.43042635195229e-06,0.194555915624344,0.43951076401647,"C1=CC(=CN=C1)C(=O)N","DFPAKSUCGFBDDF-UHFFFAOYSA-N"
"Nonacos-1-ene","EI","478","12.629",153.16428,NA,NA,NA,NA,NA,"56.06203","C29 H58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.973","2197","688",NA,NA,3940164,NA,NA,NA,NA,NA,NA,"99.7","870",0.280910977076499,0.0338173925923637,0.0321318724886497,0.412801298618277,0.0483685550095409,0.626809318612309,0.0414973466819848,0.300916680321124,0.0369896417767932,0.0572073680871015,0.0241163245061281,0.0504883184451051,0.0430531314906339,0.0523860059881194,NA,0.0415682714369632,NA,0.0620207951375372,NA,0.026921703911275,0,0.308298557708946,0.026921703911275,0.0620207951375372,0.308298557708946,0.00482326490122562,0,2.30374701920566,"CCCCCCCCCCCCCCCCCCCCCCCCCCCC=C","UBMJSQAFNUWJEG-UHFFFAOYSA-N"
"Nonanoic acid","EI","12","4.071",115.07599,NA,NA,NA,NA,NA,"115.07544","C9 H18 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.947",NA,NA,NA,NA,51609,NA,NA,NA,NA,NA,NA,"99.1","751",0.0365789556617238,0.0550653392156744,0.0536522889784965,0.0535594880412051,0.0149091331950759,0.0390962160418702,0.0572633744855967,0.0371558136120273,0.00948382609445467,0.0199684365007603,0.0114847055961721,0.0398214490772423,0.0235618450197121,0.0442767327629169,NA,0.0073127881372469,NA,0.0224215412009843,NA,0.0449808335869643,0,0.014631828805834,0.0449808335869643,0.0224215412009843,0.014631828805834,0.00146255762744938,0.02255929238598,0.498468779099776,"CCCCCCCCC(=O)O","FBUKVWPVBMHYJY-UHFFFAOYSA-N"
"O-Benzyltyrosine benzyl ester","EI","423","12.08",197.13299,NA,NA,NA,NA,NA,"198.13586","C23 H23 N O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.905","2117","982",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.5","533",0.000249275520448116,0.00120743891300766,0.000173518595906225,0.0019495255751089,0.000208569540202827,0.000207488960058566,0.000912157849627077,0.00125411476457992,0.000458343609977422,0.00161013871390033,0.000130801619535667,0.00203172010707225,0.000214328527176481,0.00230031761159439,NA,0.000205935523433483,NA,0.000306615850353603,NA,0.000964847613823259,0,0,0.000964847613823259,0.000306615850353603,0,2.61603239071333e-05,0.000658231763469656,0.317786815203514,"C1=CC=C(C=C1)COC2=CC=C(C=C2)CC(C(=O)OCC3=CC=CC=C3)N","UCRXQUVKDMVBBM-QFIPXVFZSA-N"
"Octacosane, 2-methyl-","EI","712","15.236",183.21126,NA,NA,NA,NA,NA,"255.21075","C29 H60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.963","2645","218",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.6","823",0.000244893818234329,0.000598606971506935,0.000351507466566327,0.000531821627199752,NA,0.00256742469113537,0.000720529326306448,0.00183615683447588,0.000155211669279946,0.00152180708937824,0.00357994295488627,0.00255616126659015,0.000148541255551234,0.00259830002564101,NA,0.00619265927456512,NA,0.000172926121460267,NA,NA,0,9.03787818835952e-05,0,0.000172926121460267,9.03787818835952e-05,2.97082511102469e-05,0,Inf,"CCCCCCCCCCCCCCCCCCCCCCCCCCC(C)C","YGCGPCUUTAKOEU-UHFFFAOYSA-N"
"Octacosane, 2-methyl-","EI","905","18.139",267.30514,NA,NA,NA,NA,NA,"44.05759","C29 H60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.972",NA,NA,NA,NA,1860,NA,NA,NA,NA,NA,NA,"99.9","862",NA,NA,0.0451044556769946,NA,NA,0.0147841670941129,0.0189512859322477,0.0100885882744216,NA,NA,NA,NA,0.0183931374732155,0.01343569469745,NA,0.0233425622020283,NA,0.000235092221703781,NA,0.00269573055223901,0,0,0.00269573055223901,0.000235092221703781,0,4.70184443407562e-05,0.00246063833053523,0.087209094955176,"CCCCCCCCCCCCCCCCCCCCCCCCCCC(C)C","YGCGPCUUTAKOEU-UHFFFAOYSA-N"
"Octadecane, 1-isocyanato-","EI","529","13.273",214.07385,NA,NA,NA,NA,NA,"99.11678","C19 H37 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.927","2297",NA,NA,NA,51058,NA,NA,NA,NA,NA,NA,"98.6","661",0.01059440222134,0.0232178470145089,0.00922446333709299,0.00544314663793025,0.000289609882085016,0.00201101749335174,0.000601509929427212,0.00244562526564883,NA,0.00600206487719426,0.00442496852113671,0.00739623457029751,NA,0.00389844255697042,NA,0.00155739416897232,NA,0.00141838053897005,NA,0.00399365101671608,0,0.000712835087600185,0.00399365101671608,0.00141838053897005,0.000712835087600185,5.79219764170032e-05,0.00257527047774603,0.355158859157494,"CCCCCCCCCCCCCCCCCCN=C=O","QWDQYHPOSSHSAW-UHFFFAOYSA-N"
"Octadecane, 1-isocyanato-","EI","322","11.068",237.07986,NA,NA,NA,NA,NA,"99.06778","C19 H37 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.953","1985",NA,NA,NA,3368692,NA,NA,NA,NA,NA,NA,"98.4","795",0.0267405655992704,0.0205007078560586,0.0258837386356752,0.0202020529492881,0.056673311974701,0.0130121294683289,0.0173705709648595,0.0187459038391184,0.0482948273555495,0.0444123001536205,0.065599736498538,0.0296030681524448,0.0129322987908016,0.0336707366920424,NA,0.0446706696881621,NA,0.031796455042106,NA,0.0257859685640997,0,0.287953963252869,0.0257859685640997,0.031796455042106,0.287953963252869,0.00258645975816031,0,1.23309135986361,"CCCCCCCCCCCCCCCCCCN=C=O","QWDQYHPOSSHSAW-UHFFFAOYSA-N"
"Octadecane, 1-isocyanato-","EI","475","12.579",294.27963,NA,NA,NA,NA,NA,"112.07567","C19 H37 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.957","2190",NA,NA,NA,47753846,NA,NA,NA,NA,NA,NA,"99.7","791",0.34474103887126,0.143059850064202,0.275507117987661,0.149344617857371,1.05323468022382,0.141661643934751,0.198104321291585,0.257202330186499,0.7447386541094,0.760542407617699,1.36988167040804,0.768380685374786,0.280276124330219,0.438441109594858,NA,0.757568229823611,NA,0.59772732980067,NA,0.303001883896612,0,5.01872102781396,0.303001883896612,0.59772732980067,5.01872102781396,0.0283323287869501,0,1.97268519295617,"CCCCCCCCCCCCCCCCCCN=C=O","QWDQYHPOSSHSAW-UHFFFAOYSA-N"
"Octadecane, 1-isocyanato-","EI","373","11.527",266.24838,NA,NA,NA,NA,NA,"116.04679","C19 H37 N O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.917","2042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.8","668",0.0651561767471779,NA,0.0615088482409032,0.0540088903297687,0.000407054060082538,0.00073563573922934,NA,0.00028624326697629,0.000180160930661342,0.000214963289364302,0.000250354510704923,0.00054711855661891,0.000171020498891321,0.000241607362740504,NA,0.000418048028888914,NA,0.0142556802392557,NA,NA,0,0,0,0.0142556802392557,0,3.42040997782642e-05,0,Inf,"CCCCCCCCCCCCCCCCCCN=C=O","QWDQYHPOSSHSAW-UHFFFAOYSA-N"
"Octadecane, 2-methyl-","EI","785","15.972",197.22688,NA,NA,NA,NA,NA,"85.10113","C19 H40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.913","2793","930",NA,NA,121794,NA,NA,NA,NA,NA,NA,"91.9","723",0.188995793060294,NA,0.622235629620986,0.199546967607602,0.126601710903116,0.175972590192007,0.237931232561956,0.207575358296659,0.236946781038054,0.266759937668488,0.210481178416784,11.7373945670438,37.5157889781992,0.271792941582686,NA,0.281691475858729,NA,NA,NA,1.12053061696068,0,0.0087613962684144,1.12053061696068,0,0.0087613962684144,0.0253203421806232,1.12053061696068,0,"CCCCCCCCCCCCCCCCC(C)C","KVQVGSDBGJXNGV-UHFFFAOYSA-N"
"Octadecanoic acid","EI","432","12.188",284.27127,NA,NA,NA,NA,NA,"185.15359","C18 H36 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.911","2132","40",NA,NA,9916,NA,NA,NA,NA,NA,NA,"98.7","579",0.041332115476921,0.092507164937359,0.084024311923235,0.129490758075269,0.058693454744629,0.030665835557686,0.0359175982153169,0.0206184788223814,0.0749842600911361,0.0352587159881683,0.00772309567816826,0.0194621156312949,0.057096749937134,0.0248695929931142,NA,0.011865404500932,NA,0.011076754737901,NA,0.0104972888713847,0,0.00260362533542101,0.0104972888713847,0.011076754737901,0.00260362533542101,0.00154461913563365,0,1.05520147855471,"CCCCCCCCCCCCCCCCCC(=O)O","QIQXTHQIDYTFRH-UHFFFAOYSA-N"
"Octanal, 2-(phenylmethylene)-","EI","194","8.851",216.15131,NA,NA,NA,NA,NA,"116.06199","C15 H20 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.962","1752","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.9","831",0.00083389571197232,0.00322604177973737,0.00126989201614581,0.00201598615537758,0.000584442363980218,0.00566261460763487,0.00615694391256512,0.00409701355113115,0.000546252506814287,0.000352542303978606,0.000131504665058567,0.000873185194617091,0.00274824429187314,0.000705794090522112,NA,0.00075864898494124,NA,0.000872482903256227,NA,0.00185116657103068,0,0,0.00185116657103068,0.000872482903256227,0,2.63009330117134e-05,0.000978683667774453,0.471315178714821,"CCCCCCC(=CC1=CC=CC=C1)C=O","GUUHFMWKWLOQMM-QINSGFPZSA-N"
"Octane, 1-(1-ethoxyethoxy)-","EI","388","11.732",165.16428,NA,NA,NA,NA,NA,"72.05701","C12 H26 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.923","2070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.7","660",0.000907566089852486,0.00436139592922271,0.00287723839374088,0.00422455046072639,0.00044852613345209,0.00498253310265438,0.00353240816723502,0.00183748164329399,0.000224955474920445,0.000983567620211154,0.000346917813275327,0.000334589484451813,0.00115353838144299,0.00072760114004646,NA,0.000339770133909023,NA,0.0003690829970874,NA,0.0025182499279397,0,0,0.0025182499279397,0.0003690829970874,0,4.49910949840889e-05,0.0021491669308523,0.146563291034963,"CCCCCCCCOC(C)OCC","NQUWVHRLYOEDBH-UHFFFAOYSA-N"
"Octane, 2,6,6-trimethyl-","EI","735","15.519",151.03056,NA,NA,NA,NA,NA,"70.07772","C11 H24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.927","2702",NA,NA,NA,27146,NA,NA,NA,NA,NA,NA,"97.8","676",0.00777870111853061,0.0110635960240319,0.807627583568318,0.0102940384106081,NA,0.00978227649500095,0.0118213675681261,0.0109434282111611,0.0100883780824384,0.0194672109935733,0.0152138348110178,2.09072311051732,6.8249700095205,0.0221600458214602,NA,0.0240219579790389,NA,1.20010979165501,NA,0.235569619477967,0,0,0.235569619477967,1.20010979165501,0,0.00155574022370612,0,5.09450155038883,"CCC(C)(C)CCCC(C)C","RUPXAIGHLDMSOL-UHFFFAOYSA-N"
"Octanoic acid, hexadecyl ester","EI","675","14.844",269.24808,NA,NA,NA,NA,NA,"207.11681","C24 H48 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.924","2571","5",NA,NA,2313,NA,NA,NA,NA,NA,NA,"98.9","644",0.00419502243925077,NA,0.0043493974968825,0.00502360709034621,0.0154486046010847,0.00334630319511886,0.0240849548054537,0.0221890537699591,0.00282684324952875,0.00309678253939744,0.00148381272835797,0.00396077454785321,0.0155142428947931,0.00292336401614504,NA,0.00567184215881982,NA,0.0108942703903743,NA,0.00863976382330712,0,0.000393368137247014,0.00863976382330712,0.0108942703903743,0.000393368137247014,0.000296762545671595,0,1.26094539308879,"CCCCCCCCCCCCCCCCOC(=O)CCCCCCC","DWMMZQMXUWUJME-UHFFFAOYSA-N"
"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-","EI","454","12.32",471.13635,NA,NA,NA,NA,NA,"207.0688","C16 H50 O7 Si8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.909","2152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.3","579",5.31100828770083e-05,6.98153811546255e-05,0.000118231059869773,NA,0.0409888671151928,0.700844162360302,0.851854860769189,0.607299211764122,0.000672330286374406,0.000117001761174499,NA,5.52328635899753e-05,0.0836048282377851,0.0665315215654705,NA,0.0864673810918318,NA,0.0574540704031838,NA,0.219169642087187,0,0,0.219169642087187,0.0574540704031838,0,1.06220165754017e-05,0.161715571684003,0.262144290860904,"C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C","JETFAOWLNCGULZ-UHFFFAOYSA-N"
