"InChIKey","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"QOVKKEKBURQILF-HOJASPKOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"DMOBTBZPQXBGRE-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",NA,NA,NA,NA,NA
"BMCQMVFGOVHVNG-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids",NA,NA,NA,NA,NA
"WTAMGABZURYMPQ-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Limonoids",NA,NA,NA,NA,NA
"GCTCZDZDLCVEBR-BMBRPNNFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Lysophosphatidylinositols","2-acyl-sn-glycerol-3-phosphoinositols",NA,NA,NA,NA
"RTFKMVMUZLBFEW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"IXSGTMGWSALGCD-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonamides",NA,NA,NA,NA,NA
"SPJFYYJXNPEZDW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","1-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"YNDXUCZADRHECN-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids",NA,NA,NA,NA,NA
"ZRQXMKMBBMNNQC-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids",NA,NA
"CNEWEMXPRRKCTL-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"YPFUHFNAEWURDN-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides",NA,NA,NA,NA,NA
"OVMSOCFBDVBLFW-ZZMVMVDNSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Taxanes and derivatives",NA,NA,NA,NA,NA
"WMABCPOXSNGIJO-UHFFFAOYNA-N","Completed","Organic compounds","Lignans, neolignans and related compounds","Lignan glycosides",NA,"Lignan glycosides",NA,NA,NA,NA,NA
"XREDRJVZJRMVHB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Tigliane and ingenane diterpenoids","Phorbol esters",NA,NA,NA,NA
"OHVJCFZJKPEJRL-BOWLQXBNSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","2-arylbenzofuran flavonoids",NA,"2-arylbenzofuran flavonoids",NA,NA,NA,NA,NA
"MKGZDUKUQPPHFM-LPJPOILFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Stigmastanes and derivatives","Stigmastanes and derivatives",NA,NA,NA,NA,NA
"PESKGJQREUXSRR-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",NA,NA,NA,NA,NA
"WJZFXCPBSLOUNH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides",NA,NA,NA,NA,NA
"MAYCICSNZYXLHB-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"ADVPTQAUNPRNPO-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"KUMWKGUQSASISW-HGWNRXBPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"UWKQSNNFCGGAFS-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Camptothecins",NA,"Camptothecins",NA,NA,NA,NA,NA
"LZPKHIWZLREKGD-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Polyprenols","Polyprenols",NA,NA,NA,NA,NA
"YAMUFBLWGFFICM-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","1-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"BCRXKWOQVFKZAG-UHFFFAOYNA-N","Completed","Organic compounds","Organosulfur compounds","Sulfoxides",NA,"Sulfoxides",NA,NA,NA,NA,NA
"ZJDOESGVOWAULF-OGJQONSISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"KANZNGGFUBNDNY-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Pyridoindoles","Pyridoindolones",NA,NA,NA,NA,NA
"OCPITUSJSRGORS-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","Phenolic glycosides",NA,NA,NA,NA
"ZFUXWVVVWGWGPQ-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Sphingolipids","Ceramides","Phytoceramides",NA,NA,NA,NA,NA
"LCAZOMIGFDQMNC-FORWCCJISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Diterpene lactones",NA,NA,NA,NA,NA
"VPQWOQSQAVBHEV-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid C-glycosides","Flavonoid 8-C-glycosides",NA,NA,NA,NA
"OMEMQVZNTDHENJ-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Secondary amines","Dialkylamines",NA,NA,NA,NA
"GEZHEQNLKAOMCA-RRZNCOCZSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones","Pyranoxanthones",NA,NA
"JITAGSMRIUAUGR-SGEDCAFJNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",NA,NA,NA,NA,NA
"WZVMMFZPSBXGQY-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives",NA,"Coumarins and derivatives",NA,NA,NA,NA,NA
"CAXSJVGHYYBJKT-GVXCCEMESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones",NA,NA,NA,NA,NA
"VXOZCESVZIRHCJ-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Ergostane steroids","Ergostane steroids",NA,NA,NA,NA,NA
"RXLZIONNUYYHHW-OWWNRXNESA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IUCHKMAZAWJNBJ-DKAZIEIMSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"RIMDDIPKIZTBHU-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",NA,NA,NA,NA,NA
"ZRNVZGCUUIPDAQ-FPLPWBNLSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGMCFLXPZMBJMV-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-7-O-glycosides",NA,NA,NA,NA
"UVBUBMSSQKOIBE-DSLOAKGESA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Fumonisins","Fumonisins",NA,NA,NA,NA,NA
"ZZJWOZRTELCMHU-BGAWVSDISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"QFTPTUOKFIIFJH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"XCEYKKJMLOFDSS-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines","Phenylalkylamines",NA,NA,NA,NA
"FXNFHKRTJBSTCS-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavones",NA,NA,NA,NA,NA
"KRVIIMWSCXORIQ-NHKHRBQYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"GPKYZQLMEPJAGJ-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Alpha-halocarboxylic acids and derivatives","Alpha-halocarboxylic acids",NA,NA,NA,NA,NA
"KIWTVJVARRPBPR-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Dibenzopyrans","Xanthenes","Xanthones",NA,NA,NA
"JPGYRFJJNVYGPI-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Fatty alcohols",NA,NA,NA,NA,NA
"JYVLOGILHBWLAE-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters",NA,NA,NA,NA,NA
"PNTWXEIQXBRCPS-CLKGFSLHSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Pyranocoumarins","Angular pyranocoumarins",NA,NA,NA,NA,NA
"ZKWZWUUWZMUNAN-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives","Salicylic acid and derivatives","Acylsalicylic acids and derivatives","Acylsalicylic acids",NA,NA
"SYFJYRUTNACAQV-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"ADACAMXIRQREOB-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Fumonisins","Fumonisins",NA,NA,NA,NA,NA
"RIGHMQLKMHLMQD-DYUDRYMLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",NA,NA,NA,NA,NA
"BYLSIPUARIZAHZ-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids",NA,NA,NA,NA,NA
"FUPDMJQIVFSMNG-RSSRHXQMSA-N","Completed","Organic compounds","Lignans, neolignans and related compounds",NA,NA,"Lignans, neolignans and related compounds",NA,NA,NA,NA,NA
"CFAJIMXUZRPYDP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"PJXYUQMFTNTTLI-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"YEUGMACLLZSLDG-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolactams",NA,"Macrolactams",NA,NA,NA,NA,NA
"FWCORHHJCNLAJP-ZABUDTNANA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Phosphatidylethanolamines",NA,NA,NA,NA,NA
"VVLWYFUJJAWYBP-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Hydropyridines","Pyridinones",NA,NA,NA,NA,NA
"VPGRYOFKCNULNK-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",NA,NA,NA,NA,NA
"WYDPEADEZMZKNM-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"KNCNSYQYJUBLPW-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Coumarin glycosides","Coumarin glycosides",NA,NA,NA,NA,NA
"RWXIFXNRCLMQCD-IYQWPKGUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"HMOMGSPWDYKCAH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"SHUYNJFEXPRUGR-RTCCEZQESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",NA,NA,NA,NA
"DRLFMBDRBRZALE-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",NA,NA,NA,NA,NA
"MQYXUWHLBZFQQO-QGTGJCAVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"AZKQDXZMKREFDY-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"KRHBBIAEHFFEMF-PLBHUYDJSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",NA,NA,NA,NA,NA
"DHHMVJWGDXKKSV-HFOUZCJZSA-N","Completed","Organic compounds","Alkaloids and derivatives","Aspidospermatan-type alkaloids",NA,"Aspidospermatan-type alkaloids",NA,NA,NA,NA,NA
"YLRXAIKMLINXQY-ZDUSSCGKSA-O","Completed","Organic compounds","Alkaloids and derivatives","Aporphines",NA,"Aporphines",NA,NA,NA,NA,NA
"VLOLGVKDVDYZDC-JDXGNMNLSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Methionine and derivatives",NA,NA,NA
"PYMYPHUHKUWMLA-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","Pentoses",NA,NA,NA,NA
"WJXSWCUQABXPFS-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",NA,NA,NA,NA,NA
"UHDGCWIWMRVCDJ-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides",NA,"Pyrimidine nucleosides",NA,NA,NA,NA,NA
"XCHARIIIZLLEBL-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"HWMGIUOYPRKTIB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"OEBPANQZQGQPHF-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpropylamines","Phenylpropylamines",NA,NA,NA,NA,NA
"ODFZXVWAVNPFPM-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Lysophosphatidylcholines","2-acyl-sn-glycero-3-phosphocholines",NA,NA,NA,NA
"NZNSTOHSZZLSNP-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",NA,NA,NA,NA,NA
"QGHREAKMXXNCOA-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives",NA,"Benzene and substituted derivatives",NA,NA,NA,NA,NA
"FYZBOYWSHKHDMT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Coumarans",NA,"Coumarans",NA,NA,NA,NA,NA
"XSQUKJJJFZCRTK-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic carbonic acids and derivatives","Ureas","Ureas",NA,NA,NA,NA,NA
"HKZNADVVGXKQDL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives",NA,"Pyridines and derivatives",NA,NA,NA,NA,NA
"KPGXRSRHYNQIFN-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives","Gamma-keto acids and derivatives",NA,NA,NA,NA,NA
"GRFNBEZIAWKNCO-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Hydroxypyridines","Hydroxypyridines",NA,NA,NA,NA,NA
"SMZYCXAYGPGYRS-NGTUZWGPSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal glycosides","Steroidal saponins","Cucurbitacin glycosides",NA,NA,NA,NA
"MIQMVCTWXSPFSC-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acid esters","Coumaric acid esters",NA,NA,NA,NA
"SIYLLGKDQZGJHK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","Phenylpropanes",NA,NA,NA,NA,NA
"BQAWIDAQBDWCGH-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Aldehydes","Aryl-aldehydes","Benzaldehydes","Hydroxybenzaldehydes",NA,NA
"AAKBCFNYQADTIH-YZTYGCCUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Triradylcglycerols","Triacylglycerols",NA,NA,NA,NA,NA
"UALLEVOGEQZKSX-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"FNPHNLNTJNMAEE-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",NA,NA,NA,NA,NA
"UEDUENGHJMELGK-HYDKPPNVSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Diterpene glycosides","Steviol glycosides",NA,NA,NA,NA
"SHDSXTLKCOGMKJ-ONDCXVNZSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"QVXIJHADDSEHQH-UHFFFAOYSA-N","Failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBSLALAKOKYDBZ-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"WHLOXUNSKMKUBG-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"YUVRNJMVVICARN-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Chromenopyridines",NA,NA,NA,NA,NA
"HYHJBGSBEDXNHF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Indolecarboxylic acids and derivatives","Indolecarboxamides and derivatives",NA,NA,NA,NA,NA
"PLDUPXSUYLZYBN-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazines","Phenothiazines","Phenothiazines",NA,NA,NA,NA,NA
"VQWNGCSUNKJFLW-CLEPEUEQSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Macrolide lactams",NA,"Macrolide lactams",NA,NA,NA,NA,NA
"OQXBCMJIIDQITC-PJROZREGSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acid esters","Cinnamic acid esters",NA,NA,NA,NA,NA
"LBQIJVLKGVZRIW-ZDUSSCGKSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Pyranoisoflavonoids","Pyranoisoflavonoids",NA,NA,NA,NA,NA
"SKQHRBRVCRUFSX-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"NOPFSRXAKWQILS-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Fatty alcohols",NA,NA,NA,NA,NA
"SHZKQBHERIJWAO-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Cinnamic acids","Cinnamic acids",NA,NA,NA,NA,NA
"DBJLNNAUDGIUAE-YGIRLYIESA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"LULXDGNUFGVYDS-BMRADRMJNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Glycerophosphoethanolamines",NA,NA,NA,NA,NA
"NMGVHLDIHNFGQB-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"PIGOPELHGLPKLL-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
